# n_samples,memory,time
2.000000000000000000e+00,5.941775400000000000e+07,2.197897481918334961e+01
3.000000000000000000e+00,6.812060700000000000e+07,6.008555889129638672e-01
4.000000000000000000e+00,7.268637400000000000e+07,5.984115600585937500e-01
5.000000000000000000e+00,7.720232400000000000e+07,5.918018817901611328e-01
6.000000000000000000e+00,8.167509200000000000e+07,5.837433338165283203e-01
7.000000000000000000e+00,8.614138500000000000e+07,5.982446670532226562e-01
8.000000000000000000e+00,9.060169700000000000e+07,6.009342670440673828e-01
9.000000000000000000e+00,9.505688900000000000e+07,5.966987609863281250e-01
1.000000000000000000e+01,9.950806500000000000e+07,6.000216007232666016e-01
1.100000000000000000e+01,1.039647130000000000e+08,6.061573028564453125e-01
1.200000000000000000e+01,1.084167850000000000e+08,6.125593185424804688e-01
1.300000000000000000e+01,1.128600250000000000e+08,6.034839153289794922e-01
1.400000000000000000e+01,1.172944970000000000e+08,6.138348579406738281e-01
1.500000000000000000e+01,1.217247510000000000e+08,6.121430397033691406e-01
1.600000000000000000e+01,1.261513700000000000e+08,6.178324222564697266e-01
1.700000000000000000e+01,1.305735020000000000e+08,6.083559989929199219e-01
1.800000000000000000e+01,1.349916380000000000e+08,6.139614582061767578e-01
1.900000000000000000e+01,1.394060450000000000e+08,6.221029758453369141e-01
2.000000000000000000e+01,1.438187250000000000e+08,6.126484870910644531e-01
2.100000000000000000e+01,1.482241020000000000e+08,6.162939071655273438e-01
2.200000000000000000e+01,1.526247980000000000e+08,6.302826404571533203e-01
2.300000000000000000e+01,1.570215750000000000e+08,6.293532848358154297e-01
2.400000000000000000e+01,1.614142920000000000e+08,6.206750869750976562e-01
2.500000000000000000e+01,1.658025430000000000e+08,6.297056674957275391e-01
2.600000000000000000e+01,1.701865830000000000e+08,6.372201442718505859e-01
2.700000000000000000e+01,1.745703440000000000e+08,6.257758140563964844e-01
2.800000000000000000e+01,1.789465330000000000e+08,6.240072250366210938e-01
2.900000000000000000e+01,1.833178850000000000e+08,6.264083385467529297e-01
3.000000000000000000e+01,1.876864370000000000e+08,6.299955844879150391e-01
3.100000000000000000e+01,1.920496050000000000e+08,6.403026580810546875e-01
3.200000000000000000e+01,1.964093040000000000e+08,6.310486793518066406e-01
3.300000000000000000e+01,2.007638880000000000e+08,6.269013881683349609e-01
3.400000000000000000e+01,2.051153230000000000e+08,6.371514797210693359e-01
3.500000000000000000e+01,2.094615230000000000e+08,6.362597942352294922e-01
3.600000000000000000e+01,2.138047630000000000e+08,6.403763294219970703e-01
3.700000000000000000e+01,2.181426930000000000e+08,6.335260868072509766e-01
3.800000000000000000e+01,2.224773470000000000e+08,6.332285404205322266e-01
3.900000000000000000e+01,2.268071800000000000e+08,6.416103839874267578e-01
4.000000000000000000e+01,2.311324200000000000e+08,6.429550647735595703e-01
4.100000000000000000e+01,2.354538760000000000e+08,6.311922073364257812e-01
4.200000000000000000e+01,2.397709880000000000e+08,6.397287845611572266e-01
4.300000000000000000e+01,2.440836520000000000e+08,6.467337608337402344e-01
4.400000000000000000e+01,2.483928420000000000e+08,6.432113647460937500e-01
4.500000000000000000e+01,2.526971220000000000e+08,6.431109905242919922e-01
4.600000000000000000e+01,2.569972100000000000e+08,6.428954601287841797e-01
4.700000000000000000e+01,2.612935620000000000e+08,6.444425582885742188e-01
4.800000000000000000e+01,2.655856380000000000e+08,6.465084552764892578e-01
4.900000000000000000e+01,2.698735420000000000e+08,6.461021900177001953e-01
5.000000000000000000e+01,2.741568620000000000e+08,6.533432006835937500e-01
5.100000000000000000e+01,2.784360840000000000e+08,6.527605056762695312e-01
5.200000000000000000e+01,2.827110200000000000e+08,6.535120010375976562e-01
5.300000000000000000e+01,2.869835410000000000e+08,6.542692184448242188e-01
5.400000000000000000e+01,2.912508930000000000e+08,6.540930271148681641e-01
5.500000000000000000e+01,2.955135730000000000e+08,6.566538810729980469e-01
5.600000000000000000e+01,2.997720900000000000e+08,6.578190326690673828e-01
5.700000000000000000e+01,3.040262190000000000e+08,6.550137996673583984e-01
5.800000000000000000e+01,3.082854920000000000e+08,6.557688713073730469e-01
