# n_samples,memory,time
2.000000000000000000e+00,6.514280400000000000e+07,3.115486907958984375e+01
3.000000000000000000e+00,7.364848000000000000e+07,6.659891605377197266e-01
4.000000000000000000e+00,7.794513700000000000e+07,6.644139289855957031e-01
5.000000000000000000e+00,8.220870500000000000e+07,6.485660076141357422e-01
6.000000000000000000e+00,8.643136500000000000e+07,6.662273406982421875e-01
7.000000000000000000e+00,9.060537400000000000e+07,6.530883312225341797e-01
8.000000000000000000e+00,9.477244000000000000e+07,6.496291160583496094e-01
9.000000000000000000e+00,9.893758800000000000e+07,6.609246730804443359e-01
1.000000000000000000e+01,1.030971600000000000e+08,6.485013961791992188e-01
1.100000000000000000e+01,1.072623860000000000e+08,6.653492450714111328e-01
1.200000000000000000e+01,1.114235340000000000e+08,6.673009395599365234e-01
1.300000000000000000e+01,1.155734040000000000e+08,6.523175239562988281e-01
1.400000000000000000e+01,1.197144350000000000e+08,6.629102230072021484e-01
1.500000000000000000e+01,1.238526430000000000e+08,6.587817668914794922e-01
1.600000000000000000e+01,1.279875450000000000e+08,6.609423160552978516e-01
1.700000000000000000e+01,1.321179520000000000e+08,6.774914264678955078e-01
1.800000000000000000e+01,1.362426680000000000e+08,6.658256053924560547e-01
1.900000000000000000e+01,1.403636460000000000e+08,6.728544235229492188e-01
2.000000000000000000e+01,1.444869460000000000e+08,6.818823814392089844e-01
2.100000000000000000e+01,1.485991900000000000e+08,6.755547523498535156e-01
2.200000000000000000e+01,1.527067330000000000e+08,6.773188114166259766e-01
2.300000000000000000e+01,1.568107670000000000e+08,6.660397052764892578e-01
2.400000000000000000e+01,1.609091540000000000e+08,6.862227916717529297e-01
2.500000000000000000e+01,1.650054290000000000e+08,6.778256893157958984e-01
2.600000000000000000e+01,1.690970910000000000e+08,6.910564899444580078e-01
2.700000000000000000e+01,1.731866860000000000e+08,6.876928806304931641e-01
2.800000000000000000e+01,1.772731580000000000e+08,6.832697391510009766e-01
2.900000000000000000e+01,1.813509600000000000e+08,6.853461265563964844e-01
3.000000000000000000e+01,1.854294290000000000e+08,6.871459484100341797e-01
3.100000000000000000e+01,1.895015130000000000e+08,6.922471523284912109e-01
3.200000000000000000e+01,1.935672560000000000e+08,6.947691440582275391e-01
