# n_samples,memory,time
2.000000000000000000e+00,5.931919100000000000e+07,2.189054870605468750e+01
3.000000000000000000e+00,6.802351000000000000e+07,5.927762985229492188e-01
4.000000000000000000e+00,7.265841500000000000e+07,5.905163288116455078e-01
5.000000000000000000e+00,7.718650100000000000e+07,6.077258586883544922e-01
6.000000000000000000e+00,8.165943700000000000e+07,6.009130477905273438e-01
7.000000000000000000e+00,8.612591400000000000e+07,5.991289615631103516e-01
8.000000000000000000e+00,9.058624200000000000e+07,5.992207527160644531e-01
9.000000000000000000e+00,9.504148200000000000e+07,6.008307933807373047e-01
1.000000000000000000e+01,9.949269000000000000e+07,6.039881706237792969e-01
1.100000000000000000e+01,1.039493380000000000e+08,5.987036228179931641e-01
1.200000000000000000e+01,1.084013620000000000e+08,6.108927726745605469e-01
1.300000000000000000e+01,1.128445700000000000e+08,6.192116737365722656e-01
1.400000000000000000e+01,1.172790100000000000e+08,6.137266159057617188e-01
1.500000000000000000e+01,1.217092320000000000e+08,6.226961612701416016e-01
1.600000000000000000e+01,1.261358510000000000e+08,6.117372512817382812e-01
1.700000000000000000e+01,1.305579830000000000e+08,6.131222248077392578e-01
1.800000000000000000e+01,1.349761510000000000e+08,6.195003986358642578e-01
1.900000000000000000e+01,1.393905580000000000e+08,6.188147068023681641e-01
2.000000000000000000e+01,1.438032060000000000e+08,6.158196926116943359e-01
2.100000000000000000e+01,1.482086150000000000e+08,6.221904754638671875e-01
2.200000000000000000e+01,1.526093430000000000e+08,6.183564662933349609e-01
2.300000000000000000e+01,1.570061200000000000e+08,6.186923980712890625e-01
2.400000000000000000e+01,1.613988370000000000e+08,6.293046474456787109e-01
2.500000000000000000e+01,1.657869570000000000e+08,6.247549057006835938e-01
2.600000000000000000e+01,1.701711280000000000e+08,6.280727386474609375e-01
2.700000000000000000e+01,1.745544160000000000e+08,6.297090053558349609e-01
2.800000000000000000e+01,1.789306050000000000e+08,6.281182765960693359e-01
2.900000000000000000e+01,1.833024300000000000e+08,6.205558776855468750e-01
3.000000000000000000e+01,1.876709820000000000e+08,6.349375247955322266e-01
3.100000000000000000e+01,1.920341500000000000e+08,6.422097682952880859e-01
3.200000000000000000e+01,1.963938490000000000e+08,6.400504112243652344e-01
3.300000000000000000e+01,2.007484330000000000e+08,6.415445804595947266e-01
3.400000000000000000e+01,2.050998680000000000e+08,6.338193416595458984e-01
3.500000000000000000e+01,2.094460680000000000e+08,6.416606903076171875e-01
3.600000000000000000e+01,2.137893080000000000e+08,6.328573226928710938e-01
3.700000000000000000e+01,2.181272380000000000e+08,6.471629142761230469e-01
3.800000000000000000e+01,2.224618920000000000e+08,6.444368362426757812e-01
3.900000000000000000e+01,2.267917250000000000e+08,6.454071998596191406e-01
4.000000000000000000e+01,2.311169650000000000e+08,6.475970745086669922e-01
4.100000000000000000e+01,2.354384210000000000e+08,6.436622142791748047e-01
4.200000000000000000e+01,2.397555330000000000e+08,6.532027721405029297e-01
4.300000000000000000e+01,2.440681970000000000e+08,6.417374610900878906e-01
4.400000000000000000e+01,2.483773870000000000e+08,6.495530605316162109e-01
4.500000000000000000e+01,2.526816670000000000e+08,6.575500965118408203e-01
4.600000000000000000e+01,2.569817550000000000e+08,6.573364734649658203e-01
4.700000000000000000e+01,2.612781070000000000e+08,6.505498886108398438e-01
4.800000000000000000e+01,2.655701830000000000e+08,6.540458202362060547e-01
4.900000000000000000e+01,2.698580870000000000e+08,6.651964187622070312e-01
