# n_samples,memory,time
2.000000000000000000e+00,5.931982000000000000e+07,2.157429170608520508e+01
3.000000000000000000e+00,6.802456000000000000e+07,6.072528362274169922e-01
4.000000000000000000e+00,7.265992100000000000e+07,6.002917289733886719e-01
5.000000000000000000e+00,7.718811500000000000e+07,5.920507907867431641e-01
6.000000000000000000e+00,8.166105100000000000e+07,5.883090496063232422e-01
7.000000000000000000e+00,8.612752800000000000e+07,5.920686721801757812e-01
8.000000000000000000e+00,9.058785600000000000e+07,5.939831733703613281e-01
9.000000000000000000e+00,9.504309600000000000e+07,5.903928279876708984e-01
1.000000000000000000e+01,9.949427200000000000e+07,5.940954685211181641e-01
1.100000000000000000e+01,1.039509520000000000e+08,6.030993461608886719e-01
1.200000000000000000e+01,1.084030160000000000e+08,5.950074195861816406e-01
1.300000000000000000e+01,1.128461840000000000e+08,5.973875522613525391e-01
1.400000000000000000e+01,1.172806240000000000e+08,6.127820014953613281e-01
1.500000000000000000e+01,1.217108460000000000e+08,6.099939346313476562e-01
1.600000000000000000e+01,1.261374650000000000e+08,5.986700057983398438e-01
1.700000000000000000e+01,1.305595970000000000e+08,5.992872714996337891e-01
1.800000000000000000e+01,1.349777650000000000e+08,6.070210933685302734e-01
1.900000000000000000e+01,1.393921720000000000e+08,5.978081226348876953e-01
2.000000000000000000e+01,1.438048520000000000e+08,6.077260971069335938e-01
2.100000000000000000e+01,1.482102290000000000e+08,6.088068485260009766e-01
2.200000000000000000e+01,1.526109570000000000e+08,6.063103675842285156e-01
2.300000000000000000e+01,1.570077340000000000e+08,6.151738166809082031e-01
2.400000000000000000e+01,1.614004510000000000e+08,6.097135543823242188e-01
2.500000000000000000e+01,1.657885710000000000e+08,6.311233043670654297e-01
2.600000000000000000e+01,1.701727420000000000e+08,6.294567584991455078e-01
2.700000000000000000e+01,1.745560300000000000e+08,6.238398551940917969e-01
2.800000000000000000e+01,1.789322190000000000e+08,6.244173049926757812e-01
2.900000000000000000e+01,1.833040440000000000e+08,6.240992546081542969e-01
3.000000000000000000e+01,1.876725960000000000e+08,6.210043430328369141e-01
3.100000000000000000e+01,1.920357640000000000e+08,6.197490692138671875e-01
3.200000000000000000e+01,1.963954630000000000e+08,6.414971351623535156e-01
3.300000000000000000e+01,2.007500470000000000e+08,6.295483112335205078e-01
3.400000000000000000e+01,2.051014820000000000e+08,6.340270042419433594e-01
3.500000000000000000e+01,2.094476820000000000e+08,6.287169456481933594e-01
3.600000000000000000e+01,2.137909220000000000e+08,6.374692916870117188e-01
3.700000000000000000e+01,2.181288150000000000e+08,6.297204494476318359e-01
3.800000000000000000e+01,2.224635060000000000e+08,6.360616683959960938e-01
3.900000000000000000e+01,2.267933390000000000e+08,6.361458301544189453e-01
4.000000000000000000e+01,2.311185790000000000e+08,6.403219699859619141e-01
4.100000000000000000e+01,2.354400350000000000e+08,6.388721466064453125e-01
4.200000000000000000e+01,2.397571470000000000e+08,6.376667022705078125e-01
4.300000000000000000e+01,2.440698110000000000e+08,6.329214572906494141e-01
4.400000000000000000e+01,2.483787560000000000e+08,6.483645439147949219e-01
4.500000000000000000e+01,2.526830360000000000e+08,6.343493461608886719e-01
4.600000000000000000e+01,2.569831240000000000e+08,6.378581523895263672e-01
4.700000000000000000e+01,2.612794760000000000e+08,6.520910263061523438e-01
4.800000000000000000e+01,2.655715520000000000e+08,6.449749469757080078e-01
4.900000000000000000e+01,2.698594560000000000e+08,6.504113674163818359e-01
5.000000000000000000e+01,2.741427760000000000e+08,6.622309684753417969e-01
5.100000000000000000e+01,2.784219980000000000e+08,6.486513614654541016e-01
5.200000000000000000e+01,2.826969340000000000e+08,6.667468547821044922e-01
5.300000000000000000e+01,2.869694550000000000e+08,6.600193977355957031e-01
5.400000000000000000e+01,2.912368070000000000e+08,6.679174900054931641e-01
5.500000000000000000e+01,2.954994870000000000e+08,6.601374149322509766e-01
5.600000000000000000e+01,2.997580040000000000e+08,6.565611362457275391e-01
5.700000000000000000e+01,3.040121330000000000e+08,6.610472202301025391e-01
5.800000000000000000e+01,3.082714060000000000e+08,6.773188114166259766e-01
5.900000000000000000e+01,3.125181850000000000e+08,6.578099727630615234e-01
6.000000000000000000e+01,3.167601610000000000e+08,6.614925861358642578e-01
6.100000000000000000e+01,3.209981360000000000e+08,6.433324813842773438e-01
6.200000000000000000e+01,3.252320660000000000e+08,6.439373493194580078e-01
6.300000000000000000e+01,3.294615990000000000e+08,6.621205806732177734e-01
6.400000000000000000e+01,3.336866450000000000e+08,6.520104408264160156e-01
6.500000000000000000e+01,3.379073730000000000e+08,6.531724929809570312e-01
6.600000000000000000e+01,3.421239090000000000e+08,6.577095985412597656e-01
6.700000000000000000e+01,3.463374420000000000e+08,6.501121520996093750e-01
6.800000000000000000e+01,3.505472040000000000e+08,6.626937389373779297e-01
6.900000000000000000e+01,3.547511640000000000e+08,6.521286964416503906e-01
7.000000000000000000e+01,3.589523720000000000e+08,6.719520092010498047e-01
7.100000000000000000e+01,3.631479480000000000e+08,6.571722030639648438e-01
7.200000000000000000e+01,3.673405390000000000e+08,6.630184650421142578e-01
7.300000000000000000e+01,3.715281870000000000e+08,6.555371284484863281e-01
7.400000000000000000e+01,3.757113930000000000e+08,6.716892719268798828e-01
7.500000000000000000e+01,3.798905850000000000e+08,6.717436313629150391e-01
7.600000000000000000e+01,3.840653290000000000e+08,6.546816825866699219e-01
7.700000000000000000e+01,3.882430620000000000e+08,6.554925441741943359e-01
7.800000000000000000e+01,3.924092940000000000e+08,6.639063358306884766e-01
7.900000000000000000e+01,3.965718460000000000e+08,6.584677696228027344e-01
8.000000000000000000e+01,4.007297690000000000e+08,6.625285148620605469e-01
8.100000000000000000e+01,4.048830330000000000e+08,6.594371795654296875e-01
8.200000000000000000e+01,4.090321050000000000e+08,6.703350543975830078e-01
8.300000000000000000e+01,4.131770590000000000e+08,6.760110855102539062e-01
8.400000000000000000e+01,4.173178380000000000e+08,6.731574535369873047e-01
8.500000000000000000e+01,4.214543340000000000e+08,6.749119758605957031e-01
8.600000000000000000e+01,4.255867590000000000e+08,6.665880680084228516e-01
8.700000000000000000e+01,4.297210080000000000e+08,6.665182113647460938e-01
8.800000000000000000e+01,4.338449280000000000e+08,6.769645214080810547e-01
8.900000000000000000e+01,4.379648750000000000e+08,6.768708229064941406e-01
9.000000000000000000e+01,4.420806360000000000e+08,6.754412651062011719e-01
9.100000000000000000e+01,4.461924120000000000e+08,6.664309501647949219e-01
9.200000000000000000e+01,4.503007490000000000e+08,6.774592399597167969e-01
9.300000000000000000e+01,4.544037090000000000e+08,6.788702011108398438e-01
9.400000000000000000e+01,4.585024770000000000e+08,6.737329959869384766e-01
9.500000000000000000e+01,4.625980040000000000e+08,6.940004825592041016e-01
9.600000000000000000e+01,4.666883880000000000e+08,6.641471385955810547e-01
9.700000000000000000e+01,4.707746460000000000e+08,6.692004203796386719e-01
9.800000000000000000e+01,4.748566460000000000e+08,6.738388538360595703e-01
9.900000000000000000e+01,4.789359680000000000e+08,6.551532745361328125e-01
1.000000000000000000e+02,4.830095840000000000e+08,6.593654155731201172e-01
1.010000000000000000e+02,4.870821410000000000e+08,6.752538681030273438e-01
1.020000000000000000e+02,4.911478910000000000e+08,6.844177246093750000e-01
1.030000000000000000e+02,4.952089770000000000e+08,6.772296428680419922e-01
1.040000000000000000e+02,4.992666870000000000e+08,6.746945381164550781e-01
1.050000000000000000e+02,5.033193430000000000e+08,6.719880104064941406e-01
1.060000000000000000e+02,5.073678070000000000e+08,6.771037578582763672e-01
1.070000000000000000e+02,5.114121450000000000e+08,6.736936569213867188e-01
1.080000000000000000e+02,5.154522250000000000e+08,6.788873672485351562e-01
1.090000000000000000e+02,5.194886380000000000e+08,6.736271381378173828e-01
1.100000000000000000e+02,5.235204940000000000e+08,6.715126037597656250e-01
1.110000000000000000e+02,5.275480360000000000e+08,6.840493679046630859e-01
1.120000000000000000e+02,5.315723880000000000e+08,6.735472679138183594e-01
1.130000000000000000e+02,5.355926260000000000e+08,6.705014705657958984e-01
1.140000000000000000e+02,5.396094750000000000e+08,6.840269565582275391e-01
1.150000000000000000e+02,5.436201910000000000e+08,6.827268600463867188e-01
1.160000000000000000e+02,5.476273610000000000e+08,6.887142658233642578e-01
1.170000000000000000e+02,5.516285230000000000e+08,6.742770671844482422e-01
1.180000000000000000e+02,5.556254590000000000e+08,6.893029212951660156e-01
1.190000000000000000e+02,5.596182030000000000e+08,6.866497993469238281e-01
1.200000000000000000e+02,5.636078480000000000e+08,6.914920806884765625e-01
1.210000000000000000e+02,5.675922080000000000e+08,6.837027072906494141e-01
1.220000000000000000e+02,5.715723760000000000e+08,6.900098323822021484e-01
1.230000000000000000e+02,5.755495640000000000e+08,6.956520080566406250e-01
1.240000000000000000e+02,5.795214310000000000e+08,6.821155548095703125e-01
1.250000000000000000e+02,5.834909670000000000e+08,6.879181861877441406e-01
1.260000000000000000e+02,5.874555980000000000e+08,6.816794872283935547e-01
1.270000000000000000e+02,5.914152670000000000e+08,6.882164478302001953e-01
1.280000000000000000e+02,5.953702830000000000e+08,6.956398487091064453e-01
1.290000000000000000e+02,5.993234090000000000e+08,6.971845626831054688e-01
1.300000000000000000e+02,6.032708650000000000e+08,7.035641670227050781e-01
1.310000000000000000e+02,6.072139450000000000e+08,7.055516242980957031e-01
1.320000000000000000e+02,6.111528330000000000e+08,7.116723060607910156e-01
1.330000000000000000e+02,6.150875290000000000e+08,7.093389034271240234e-01
1.340000000000000000e+02,6.190180330000000000e+08,7.119741439819335938e-01
1.350000000000000000e+02,6.229442330000000000e+08,7.162506580352783203e-01
1.360000000000000000e+02,6.268668870000000000e+08,7.127840518951416016e-01
1.370000000000000000e+02,6.307860870000000000e+08,7.085537910461425781e-01
1.380000000000000000e+02,6.347007510000000000e+08,7.008771896362304688e-01
1.390000000000000000e+02,6.386101830000000000e+08,7.019934654235839844e-01
1.400000000000000000e+02,6.425154230000000000e+08,7.136228084564208984e-01
1.410000000000000000e+02,6.464164710000000000e+08,7.148320674896240234e-01
1.420000000000000000e+02,6.503133270000000000e+08,7.074437141418457031e-01
1.430000000000000000e+02,6.542073110000000000e+08,7.095389366149902344e-01
1.440000000000000000e+02,6.580957830000000000e+08,7.175862789154052734e-01
1.450000000000000000e+02,6.619800630000000000e+08,7.099101543426513672e-01
1.460000000000000000e+02,6.658601510000000000e+08,7.128162384033203125e-01
1.470000000000000000e+02,6.697360470000000000e+08,7.242002487182617188e-01
1.480000000000000000e+02,6.736080530000000000e+08,7.234661579132080078e-01
1.490000000000000000e+02,6.774755650000000000e+08,7.095203399658203125e-01
1.500000000000000000e+02,6.813388850000000000e+08,7.255940437316894531e-01
1.510000000000000000e+02,6.851986130000000000e+08,7.145721912384033203e-01
1.520000000000000000e+02,6.890535490000000000e+08,7.344782352447509766e-01
1.530000000000000000e+02,6.929056770000000000e+08,7.197504043579101562e-01
1.540000000000000000e+02,6.967522290000000000e+08,7.217152118682861328e-01
1.550000000000000000e+02,7.005945890000000000e+08,7.271299362182617188e-01
1.560000000000000000e+02,7.044327570000000000e+08,7.191858291625976562e-01
1.570000000000000000e+02,7.082667330000000000e+08,7.250237464904785156e-01
1.580000000000000000e+02,7.120965170000000000e+08,7.313480377197265625e-01
1.590000000000000000e+02,7.159221090000000000e+08,7.379121780395507812e-01
1.600000000000000000e+02,7.197444160000000000e+08,7.368590831756591797e-01
1.610000000000000000e+02,7.235631120000000000e+08,7.161912918090820312e-01
1.620000000000000000e+02,7.273761280000000000e+08,7.394177913665771484e-01
1.630000000000000000e+02,7.311849520000000000e+08,7.386510372161865234e-01
1.640000000000000000e+02,7.349895840000000000e+08,7.345762252807617188e-01
1.650000000000000000e+02,7.387900240000000000e+08,7.270300388336181641e-01
1.660000000000000000e+02,7.425862720000000000e+08,7.324073314666748047e-01
1.670000000000000000e+02,7.463783280000000000e+08,7.227504253387451172e-01
1.680000000000000000e+02,7.501661920000000000e+08,7.410161495208740234e-01
1.690000000000000000e+02,7.539512320000000000e+08,7.339355945587158203e-01
1.700000000000000000e+02,7.577310590000000000e+08,7.342393398284912109e-01
1.710000000000000000e+02,7.615079800000000000e+08,7.461364269256591797e-01
1.720000000000000000e+02,7.652958060000000000e+08,7.379939556121826172e-01
1.730000000000000000e+02,7.690627100000000000e+08,7.438457012176513672e-01
1.740000000000000000e+02,7.728254220000000000e+08,7.393519878387451172e-01
1.750000000000000000e+02,7.765839420000000000e+08,7.300927639007568359e-01
1.760000000000000000e+02,7.803389420000000000e+08,7.421295642852783203e-01
1.770000000000000000e+02,7.840890780000000000e+08,7.286860942840576172e-01
1.780000000000000000e+02,7.878350220000000000e+08,7.423906326293945312e-01
1.790000000000000000e+02,7.915770060000000000e+08,7.384917736053466797e-01
1.800000000000000000e+02,7.953145660000000000e+08,7.522835731506347656e-01
1.810000000000000000e+02,7.990479340000000000e+08,7.410137653350830078e-01
1.820000000000000000e+02,8.027787820000000000e+08,7.473790645599365234e-01
1.830000000000000000e+02,8.065037660000000000e+08,7.494223117828369141e-01
1.840000000000000000e+02,8.102245580000000000e+08,7.373411655426025391e-01
1.850000000000000000e+02,8.139411580000000000e+08,7.382111549377441406e-01
1.860000000000000000e+02,8.176536000000000000e+08,7.472960948944091797e-01
1.870000000000000000e+02,8.213633040000000000e+08,7.487456798553466797e-01
1.880000000000000000e+02,8.250673280000000000e+08,7.579517364501953125e-01
1.890000000000000000e+02,8.287671600000000000e+08,7.449860572814941406e-01
1.900000000000000000e+02,8.324628000000000000e+08,7.586576938629150391e-01
1.910000000000000000e+02,8.361543890000000000e+08,7.565510272979736328e-01
1.920000000000000000e+02,8.398417250000000000e+08,7.559416294097900391e-01
1.930000000000000000e+02,8.435247890000000000e+08,7.416181564331054688e-01
1.940000000000000000e+02,8.472037170000000000e+08,7.571191787719726562e-01
1.950000000000000000e+02,8.508783970000000000e+08,7.599287033081054688e-01
1.960000000000000000e+02,8.545488850000000000e+08,7.445018291473388672e-01
1.970000000000000000e+02,8.582151810000000000e+08,7.527625560760498047e-01
1.980000000000000000e+02,8.618772850000000000e+08,7.523665428161621094e-01
1.990000000000000000e+02,8.655353210000000000e+08,7.600214481353759766e-01
2.000000000000000000e+02,8.691890410000000000e+08,7.701933383941650391e-01
2.010000000000000000e+02,8.728385690000000000e+08,7.565224170684814453e-01
2.020000000000000000e+02,8.764839050000000000e+08,7.550427913665771484e-01
2.030000000000000000e+02,8.801250490000000000e+08,7.710742950439453125e-01
2.040000000000000000e+02,8.837627690000000000e+08,7.511479854583740234e-01
2.050000000000000000e+02,8.873974090000000000e+08,7.548737525939941406e-01
2.060000000000000000e+02,8.910331070000000000e+08,7.757253646850585938e-01
2.070000000000000000e+02,8.946574830000000000e+08,7.632331848144531250e-01
2.080000000000000000e+02,8.982795950000000000e+08,7.689437866210937500e-01
2.090000000000000000e+02,9.018952670000000000e+08,7.700355052947998047e-01
2.100000000000000000e+02,9.055067470000000000e+08,7.713963985443115234e-01
2.110000000000000000e+02,9.091140350000000000e+08,7.694697380065917969e-01
2.120000000000000000e+02,9.127182450000000000e+08,7.816796302795410156e-01
2.130000000000000000e+02,9.163171490000000000e+08,7.642750740051269531e-01
2.140000000000000000e+02,9.199118610000000000e+08,7.693107128143310547e-01
