# n_samples,memory,time
2.000000000000000000e+00,6.360295800000000000e+07,2.156957364082336426e+01
3.000000000000000000e+00,7.671782200000000000e+07,5.804629325866699219e-01
4.000000000000000000e+00,8.349171400000000000e+07,5.710787773132324219e-01
5.000000000000000000e+00,9.015920300000000000e+07,5.696938037872314453e-01
6.000000000000000000e+00,9.680967300000000000e+07,5.831594467163085938e-01
7.000000000000000000e+00,1.034441930000000000e+08,5.735528469085693359e-01
8.000000000000000000e+00,1.100730200000000000e+08,5.759472846984863281e-01
9.000000000000000000e+00,1.166966250000000000e+08,5.812499523162841797e-01
1.000000000000000000e+01,1.233161050000000000e+08,5.960786342620849609e-01
1.100000000000000000e+01,1.299411810000000000e+08,5.818376541137695312e-01
1.200000000000000000e+01,1.365616130000000000e+08,5.863506793975830078e-01
1.300000000000000000e+01,1.431732210000000000e+08,5.884804725646972656e-01
1.400000000000000000e+01,1.497777560000000000e+08,5.902926921844482422e-01
1.500000000000000000e+01,1.563764170000000000e+08,5.882012844085693359e-01
1.600000000000000000e+01,1.629727320000000000e+08,5.913958549499511719e-01
1.700000000000000000e+01,1.695630320000000000e+08,5.980796813964843750e-01
1.800000000000000000e+01,1.761493840000000000e+08,5.925173759460449219e-01
1.900000000000000000e+01,1.827322440000000000e+08,6.009387969970703125e-01
2.000000000000000000e+01,1.893100350000000000e+08,6.040503978729248047e-01
2.100000000000000000e+01,1.958849160000000000e+08,5.961217880249023438e-01
2.200000000000000000e+01,2.024539160000000000e+08,6.185147762298583984e-01
2.300000000000000000e+01,2.090190290000000000e+08,6.087937355041503906e-01
2.400000000000000000e+01,2.155799330000000000e+08,6.086614131927490234e-01
2.500000000000000000e+01,2.221364880000000000e+08,6.126508712768554688e-01
2.600000000000000000e+01,2.286888320000000000e+08,6.065959930419921875e-01
2.700000000000000000e+01,2.352404240000000000e+08,6.037714481353759766e-01
2.800000000000000000e+01,2.417853530000000000e+08,6.091322898864746094e-01
2.900000000000000000e+01,2.483251730000000000e+08,6.141574382781982422e-01
3.000000000000000000e+01,2.548608690000000000e+08,6.190047264099121094e-01
3.100000000000000000e+01,2.613923410000000000e+08,6.179394721984863281e-01
3.200000000000000000e+01,2.679203440000000000e+08,6.278142929077148438e-01
3.300000000000000000e+01,2.744434580000000000e+08,6.238381862640380859e-01
3.400000000000000000e+01,2.809629710000000000e+08,6.214294433593750000e-01
3.500000000000000000e+01,2.874774750000000000e+08,6.225287914276123047e-01
3.600000000000000000e+01,2.939888550000000000e+08,6.320970058441162109e-01
3.700000000000000000e+01,3.004950890000000000e+08,6.344170570373535156e-01
3.800000000000000000e+01,3.069983450000000000e+08,6.235499382019042969e-01
3.900000000000000000e+01,3.134964820000000000e+08,6.411902904510498047e-01
4.000000000000000000e+01,3.199901000000000000e+08,6.260139942169189453e-01
4.100000000000000000e+01,3.264878720000000000e+08,6.289031505584716797e-01
4.200000000000000000e+01,3.329734420000000000e+08,6.423554420471191406e-01
4.300000000000000000e+01,3.394544100000000000e+08,6.391148567199707031e-01
4.400000000000000000e+01,3.459319040000000000e+08,6.288552284240722656e-01
4.500000000000000000e+01,3.524044880000000000e+08,6.368539333343505859e-01
4.600000000000000000e+01,3.588728800000000000e+08,6.395354270935058594e-01
4.700000000000000000e+01,3.653375360000000000e+08,6.413218975067138672e-01
4.800000000000000000e+01,3.717979160000000000e+08,6.509237289428710938e-01
4.900000000000000000e+01,3.782541240000000000e+08,6.335468292236328125e-01
5.000000000000000000e+01,3.847057480000000000e+08,6.505987644195556641e-01
5.100000000000000000e+01,3.911532740000000000e+08,6.486666202545166016e-01
5.200000000000000000e+01,3.975965140000000000e+08,6.539809703826904297e-01
5.300000000000000000e+01,4.040376500000000000e+08,6.502363681793212891e-01
5.400000000000000000e+01,4.104725060000000000e+08,6.523973941802978516e-01
5.500000000000000000e+01,4.169034900000000000e+08,6.443924903869628906e-01
5.600000000000000000e+01,4.233303110000000000e+08,6.554541587829589844e-01
5.700000000000000000e+01,4.297526700000000000e+08,6.561610698699951172e-01
5.800000000000000000e+01,4.361722350000000000e+08,6.550610065460205078e-01
5.900000000000000000e+01,4.425870730000000000e+08,6.626236438751220703e-01
6.000000000000000000e+01,4.489973530000000000e+08,6.591832637786865234e-01
6.100000000000000000e+01,4.554036320000000000e+08,6.491470336914062500e-01
6.200000000000000000e+01,4.618057120000000000e+08,6.582756042480468750e-01
6.300000000000000000e+01,4.682035490000000000e+08,6.603183746337890625e-01
6.400000000000000000e+01,4.745968990000000000e+08,6.655440330505371094e-01
6.500000000000000000e+01,4.809859310000000000e+08,6.646850109100341797e-01
6.600000000000000000e+01,4.873707710000000000e+08,6.659421920776367188e-01
6.700000000000000000e+01,4.937526080000000000e+08,6.656770706176757812e-01
6.800000000000000000e+01,5.001306740000000000e+08,6.729748249053955078e-01
6.900000000000000000e+01,5.065029380000000000e+08,6.570534706115722656e-01
7.000000000000000000e+01,5.128724500000000000e+08,6.645972728729248047e-01
7.100000000000000000e+01,5.192363300000000000e+08,6.729323863983154297e-01
7.200000000000000000e+01,5.255972250000000000e+08,6.654474735260009766e-01
7.300000000000000000e+01,5.319531770000000000e+08,6.684155464172363281e-01
7.400000000000000000e+01,5.383047620000000000e+08,6.666717529296875000e-01
7.500000000000000000e+01,5.446522580000000000e+08,6.724205017089843750e-01
7.600000000000000000e+01,5.509953060000000000e+08,6.754143238067626953e-01
7.700000000000000000e+01,5.573413430000000000e+08,6.810216903686523438e-01
7.800000000000000000e+01,5.636758790000000000e+08,6.904644966125488281e-01
7.900000000000000000e+01,5.700061590000000000e+08,6.730501651763916016e-01
8.000000000000000000e+01,5.763304390000000000e+08,6.826243400573730469e-01
8.100000000000000000e+01,5.826505270000000000e+08,6.770377159118652344e-01
8.200000000000000000e+01,5.889664230000000000e+08,6.868021488189697266e-01
8.300000000000000000e+01,5.952782010000000000e+08,6.790289878845214844e-01
8.400000000000000000e+01,6.015858040000000000e+08,6.906254291534423828e-01
8.500000000000000000e+01,6.078891240000000000e+08,6.802225112915039062e-01
8.600000000000000000e+01,6.141883730000000000e+08,6.829113960266113281e-01
