# n_samples,memory,time
2.000000000000000000e+00,1.064699600000000000e+08,2.588874125480651855e+01
3.000000000000000000e+00,1.104705400000000000e+08,4.510219097137451172e-01
4.000000000000000000e+00,1.144141430000000000e+08,4.476079940795898438e-01
5.000000000000000000e+00,1.182848770000000000e+08,4.504330158233642578e-01
6.000000000000000000e+00,1.221362550000000000e+08,4.500539302825927734e-01
7.000000000000000000e+00,1.259643210000000000e+08,5.246760845184326172e-01
8.000000000000000000e+00,1.297989070000000000e+08,4.650661945343017578e-01
9.000000000000000000e+00,1.336162990000000000e+08,4.596388339996337891e-01
1.000000000000000000e+01,1.374364030000000000e+08,4.554102420806884766e-01
1.100000000000000000e+01,1.412464010000000000e+08,4.584629535675048828e-01
1.200000000000000000e+01,1.450628380000000000e+08,4.570257663726806641e-01
1.300000000000000000e+01,1.488707860000000000e+08,4.596989154815673828e-01
1.400000000000000000e+01,1.526698030000000000e+08,4.628159999847412109e-01
1.500000000000000000e+01,1.564637000000000000e+08,4.690308570861816406e-01
1.600000000000000000e+01,1.602605830000000000e+08,4.681868553161621094e-01
1.700000000000000000e+01,1.640462920000000000e+08,4.692180156707763672e-01
1.800000000000000000e+01,1.678354570000000000e+08,4.764308929443359375e-01
1.900000000000000000e+01,1.716169360000000000e+08,4.745800495147705078e-01
2.000000000000000000e+01,1.753891040000000000e+08,4.802761077880859375e-01
2.100000000000000000e+01,1.791618180000000000e+08,4.742317199707031250e-01
2.200000000000000000e+01,1.829302040000000000e+08,4.910290241241455078e-01
2.300000000000000000e+01,1.866963470000000000e+08,4.795289039611816406e-01
2.400000000000000000e+01,1.904521160000000000e+08,4.844481945037841797e-01
2.500000000000000000e+01,1.942116210000000000e+08,4.846301078796386719e-01
2.600000000000000000e+01,1.979624790000000000e+08,4.988110065460205078e-01
2.700000000000000000e+01,2.017082240000000000e+08,4.884600639343261719e-01
2.800000000000000000e+01,2.054496850000000000e+08,4.885470867156982422e-01
2.900000000000000000e+01,2.091883990000000000e+08,4.987530708312988281e-01
3.000000000000000000e+01,2.129218030000000000e+08,4.922747611999511719e-01
3.100000000000000000e+01,2.166544270000000000e+08,4.975838661193847656e-01
3.200000000000000000e+01,2.203799000000000000e+08,4.992020130157470703e-01
3.300000000000000000e+01,2.241073560000000000e+08,5.095920562744140625e-01
3.400000000000000000e+01,2.278270720000000000e+08,5.011739730834960938e-01
3.500000000000000000e+01,2.315373990000000000e+08,4.998068809509277344e-01
3.600000000000000000e+01,2.352105940000000000e+08,5.002501010894775391e-01
3.700000000000000000e+01,2.389121690000000000e+08,5.085659027099609375e-01
3.800000000000000000e+01,2.426176890000000000e+08,5.087950229644775391e-01
3.900000000000000000e+01,2.463142290000000000e+08,5.077209472656250000e-01
4.000000000000000000e+01,2.500014870000000000e+08,5.109832286834716797e-01
4.100000000000000000e+01,2.536942350000000000e+08,5.142099857330322266e-01
4.200000000000000000e+01,2.573771280000000000e+08,5.190870761871337891e-01
4.300000000000000000e+01,2.610569400000000000e+08,5.183401107788085938e-01
4.400000000000000000e+01,2.647345840000000000e+08,5.176258087158203125e-01
4.500000000000000000e+01,2.684029700000000000e+08,5.147769451141357422e-01
4.600000000000000000e+01,2.720722840000000000e+08,5.248608589172363281e-01
4.700000000000000000e+01,2.757328450000000000e+08,5.194070339202880859e-01
4.800000000000000000e+01,2.793901340000000000e+08,5.286178588867187500e-01
4.900000000000000000e+01,2.830475250000000000e+08,5.264449119567871094e-01
5.000000000000000000e+01,2.866958610000000000e+08,8.054997920989990234e-01
5.100000000000000000e+01,2.900692550000000000e+08,5.357339382171630859e-01
5.200000000000000000e+01,2.937540360000000000e+08,5.420711040496826172e-01
