# n_samples,memory,time
2.000000000000000000e+00,6.514010300000000000e+07,3.083907556533813477e+01
3.000000000000000000e+00,7.364847600000000000e+07,6.491737365722656250e-01
4.000000000000000000e+00,7.795109100000000000e+07,6.412568092346191406e-01
5.000000000000000000e+00,8.222959300000000000e+07,6.388676166534423828e-01
6.000000000000000000e+00,8.642398200000000000e+07,6.431679725646972656e-01
7.000000000000000000e+00,9.059822100000000000e+07,6.417131423950195312e-01
8.000000000000000000e+00,9.476669400000000000e+07,6.336612701416015625e-01
9.000000000000000000e+00,9.892953200000000000e+07,6.465251445770263672e-01
1.000000000000000000e+01,1.030883990000000000e+08,6.532006263732910156e-01
1.100000000000000000e+01,1.072531410000000000e+08,6.398248672485351562e-01
1.200000000000000000e+01,1.114124840000000000e+08,6.586937904357910156e-01
1.300000000000000000e+01,1.155630590000000000e+08,6.645064353942871094e-01
1.400000000000000000e+01,1.197062820000000000e+08,6.581385135650634766e-01
1.500000000000000000e+01,1.238425330000000000e+08,6.561203002929687500e-01
1.600000000000000000e+01,1.279777350000000000e+08,6.525971889495849609e-01
1.700000000000000000e+01,1.321070880000000000e+08,6.544241905212402344e-01
1.800000000000000000e+01,1.362330730000000000e+08,6.512429714202880859e-01
1.900000000000000000e+01,1.403563190000000000e+08,6.634321212768554688e-01
2.000000000000000000e+01,1.444745050000000000e+08,6.574692726135253906e-01
2.100000000000000000e+01,1.485871730000000000e+08,6.592421531677246094e-01
2.200000000000000000e+01,1.526974270000000000e+08,6.539978981018066406e-01
2.300000000000000000e+01,1.567983340000000000e+08,6.572344303131103516e-01
2.400000000000000000e+01,1.608996790000000000e+08,6.652433872222900391e-01
2.500000000000000000e+01,1.649945280000000000e+08,6.707291603088378906e-01
2.600000000000000000e+01,1.690902940000000000e+08,6.689050197601318359e-01
2.700000000000000000e+01,1.731772460000000000e+08,6.679928302764892578e-01
2.800000000000000000e+01,1.772605870000000000e+08,6.772997379302978516e-01
2.900000000000000000e+01,1.813378730000000000e+08,6.764550209045410156e-01
3.000000000000000000e+01,1.854182600000000000e+08,6.690413951873779297e-01
3.100000000000000000e+01,1.894901850000000000e+08,6.722822189331054688e-01
3.200000000000000000e+01,1.935556060000000000e+08,6.737079620361328125e-01
3.300000000000000000e+01,1.976177240000000000e+08,6.768202781677246094e-01
3.400000000000000000e+01,2.016767130000000000e+08,6.949973106384277344e-01
3.500000000000000000e+01,2.057317220000000000e+08,6.723022460937500000e-01
3.600000000000000000e+01,2.097812700000000000e+08,6.828775405883789062e-01
3.700000000000000000e+01,2.138255100000000000e+08,6.891796588897705078e-01
3.800000000000000000e+01,2.178685680000000000e+08,6.815724372863769531e-01
3.900000000000000000e+01,2.219051140000000000e+08,6.762909889221191406e-01
4.000000000000000000e+01,2.259380430000000000e+08,6.937124729156494141e-01
4.100000000000000000e+01,2.299660490000000000e+08,6.905145645141601562e-01
4.200000000000000000e+01,2.339903600000000000e+08,6.864266395568847656e-01
4.300000000000000000e+01,2.380138550000000000e+08,6.979877948760986328e-01
4.400000000000000000e+01,2.420310200000000000e+08,6.919934749603271484e-01
4.500000000000000000e+01,2.460426310000000000e+08,6.945009231567382812e-01
4.600000000000000000e+01,2.500498840000000000e+08,6.922454833984375000e-01
4.700000000000000000e+01,2.540532750000000000e+08,6.949856281280517578e-01
4.800000000000000000e+01,2.580537170000000000e+08,6.867411136627197266e-01
4.900000000000000000e+01,2.620486430000000000e+08,6.859524250030517578e-01
5.000000000000000000e+01,2.660386110000000000e+08,6.962525844573974609e-01
5.100000000000000000e+01,2.700244220000000000e+08,6.962611675262451172e-01
5.200000000000000000e+01,2.740084470000000000e+08,6.957032680511474609e-01
5.300000000000000000e+01,2.779881600000000000e+08,6.950783729553222656e-01
5.400000000000000000e+01,2.819625490000000000e+08,7.109210491180419922e-01
5.500000000000000000e+01,2.859328640000000000e+08,7.025456428527832031e-01
5.600000000000000000e+01,2.898982000000000000e+08,7.085442543029785156e-01
5.700000000000000000e+01,2.938605230000000000e+08,7.067134380340576172e-01
5.800000000000000000e+01,2.978339330000000000e+08,7.157032489776611328e-01
5.900000000000000000e+01,3.017871280000000000e+08,7.005498409271240234e-01
6.000000000000000000e+01,3.057371220000000000e+08,7.192680835723876953e-01
6.100000000000000000e+01,3.096820930000000000e+08,6.856842041015625000e-01
6.200000000000000000e+01,3.135474650000000000e+08,6.922540664672851562e-01
6.300000000000000000e+01,3.174837020000000000e+08,6.921246051788330078e-01
6.400000000000000000e+01,3.214137170000000000e+08,7.007405757904052734e-01
6.500000000000000000e+01,3.253400080000000000e+08,6.868622303009033203e-01
6.600000000000000000e+01,3.292624930000000000e+08,6.969623565673828125e-01
6.700000000000000000e+01,3.331801360000000000e+08,7.093012332916259766e-01
