,rng_tp_mean,rng_tp_std,test_tm,deeptune_tp_mean,deeptune_tp_std,deeptune_tm,bayes-opt_tp_mean,bayes-opt_tp_std,bayes-opt_tm
131,10662.2158,16107.359887926648,3844.950696051585,30596.255000000005,16344.309645499286,3835.2331381212866,13327.493400000001,18083.503958215413,4015.721161902415
132,10662.185599999999,16107.37956097548,3873.9839856013273,31023.895400000005,16133.042403817975,3864.7197507028454,12908.486799999999,17897.20808972991,4046.3857476099943
133,10652.453599999999,16113.437247932703,3903.2419181056566,31018.609600000003,16129.311901570689,3893.916457353494,13181.3797,17909.040455795697,4076.7319894023485
134,10652.692899999998,16113.281099018677,3932.290434710924,31013.921800000007,16126.170756531965,3923.338856000478,13181.575700000001,17908.898060356154,4106.53980099434
135,10652.346999999998,16113.506247196447,3961.374443806232,30969.1945,16129.631328383819,3952.550526969377,13611.2224,18126.55032720209,4137.225479162754
136,11047.663199999999,16330.866612070951,3990.470032767556,30915.743400000003,16103.33226949051,3981.79886463982,13612.890800000003,18125.305222676485,4168.087062672875
137,11095.250499999998,16314.193079311362,4019.688513849196,31355.877000000008,15856.255203376395,4011.058753089211,13614.5803,18124.044282104504,4199.26856264871
138,11095.1016,16314.292888386717,4048.8449945922275,31792.321500000005,15590.561021305575,4040.4418295363757,13704.292100000002,18093.345246710644,4229.807218360461
139,11093.559299999997,16315.334207122529,4077.8620162310576,32084.574900000003,15513.635869458874,4069.7620249267,13691.8016,18102.258654116657,4260.005830317971
140,11218.861099999998,16279.10342708301,4107.031710652958,32497.6692,15205.668791038603,4098.942693263529,13660.6556,18052.808250642134,4290.506006269108
141,10969.937799999996,15972.639672591666,4136.036171845848,32070.540000000005,15509.483308909876,4128.27663305248,13659.003400000001,18054.050608085945,4321.296950272972
142,10959.868900000001,15953.569073829149,4164.986613052828,32491.8753,15205.899261516464,4157.445555858071,14043.202700000002,18167.810015798153,4351.606495874865
143,10958.4081,15954.565662147477,4193.894589916667,32484.2523,15200.650644811285,4186.561400907977,13666.800400000002,18060.88644199907,4381.55557634016
144,11096.972899999999,15920.317878439319,4223.003953872888,32484.272200000003,15200.608121624122,4215.634667173825,14048.171300000002,18174.022147296047,4411.736406503885
145,11156.463300000001,16028.94739615082,4252.203532419461,32341.1211,15178.367888770841,4244.9099842893775,13633.385000000002,17963.628333388635,4442.642196140546
146,11143.2854,16037.447484389555,4281.558291474171,32668.758199999997,15039.314312577779,4274.277060709257,13500.406400000002,17841.628320570606,4473.0618563087655
147,11276.295599999998,16001.085293292159,4310.870595489035,33031.0691,14713.883311097934,4303.797674456426,13468.416,17788.27384547888,4503.887898717413
148,11652.264299999997,16176.71452538483,4339.918866112108,33031.5008,14714.198111184698,4333.2771978716955,13808.1049,17855.27860916869,4534.572538330431
149,11653.701799999999,16175.685502093962,4369.133367930523,33353.8968,14582.123976005065,4362.491315319415,13700.839899999999,17887.792970861694,4565.269878541103
150,11665.983400000001,16167.430546262707,4398.053157961412,33171.46170000001,14582.304935275906,4391.875024710766,13306.378999999999,17719.1669656735,4595.589857971711
151,11871.020700000001,16186.594591610321,4427.293800028549,33233.697400000005,14612.575486693411,4420.963581240221,13438.581299999998,17669.95986016016,4626.114609869705
152,11872.7911,16185.30596856401,4456.478896820352,33606.6523,14230.643505005235,4450.370782049882,13410.3715,17688.88733259751,4657.006193601892
153,11452.049100000004,15934.872080084677,4485.527283443701,33764.00050000001,14251.294311920683,4479.725517475413,13410.7005,17688.640580867166,4687.966820015204
154,11852.7703,16217.958993081926,4514.545735249186,34160.68000000001,13937.896258852265,4508.9444735186225,13410.621599999999,17688.699734516766,4718.823954710627
155,12176.1498,16303.858087108523,4543.867019825611,34592.09680000001,13538.381318882319,4538.13076103654,13290.758000000003,17737.2825797064,4749.284575157795
156,12175.846000000001,16304.082134762753,4573.051455563806,34731.3974,13501.7089396952,4567.619320326482,13290.8965,17737.180070098875,4780.04461223533
