# n_samples,memory,time
2.000000000000000000e+00,6.512026300000000000e+07,3.138317680358886719e+01
3.000000000000000000e+00,7.362408900000000000e+07,6.854326725006103516e-01
4.000000000000000000e+00,7.793507200000000000e+07,6.591341495513916016e-01
5.000000000000000000e+00,8.222669300000000000e+07,6.755857467651367188e-01
6.000000000000000000e+00,8.640823600000000000e+07,6.628389358520507812e-01
7.000000000000000000e+00,9.058284500000000000e+07,6.673426628112792969e-01
8.000000000000000000e+00,9.474969000000000000e+07,6.700432300567626953e-01
9.000000000000000000e+00,9.891574300000000000e+07,6.643261909484863281e-01
1.000000000000000000e+01,1.030720900000000000e+08,6.650774478912353516e-01
1.100000000000000000e+01,1.072384400000000000e+08,6.633453369140625000e-01
1.200000000000000000e+01,1.113964550000000000e+08,6.635684967041015625e-01
1.300000000000000000e+01,1.155473170000000000e+08,6.872341632843017578e-01
1.400000000000000000e+01,1.196884340000000000e+08,6.845755577087402344e-01
1.500000000000000000e+01,1.238268160000000000e+08,6.813709735870361328e-01
1.600000000000000000e+01,1.279608300000000000e+08,6.782357692718505859e-01
1.700000000000000000e+01,1.320932580000000000e+08,6.796848773956298828e-01
1.800000000000000000e+01,1.362175550000000000e+08,6.783120632171630859e-01
1.900000000000000000e+01,1.403402390000000000e+08,6.746025085449218750e-01
2.000000000000000000e+01,1.444592220000000000e+08,6.858348846435546875e-01
2.100000000000000000e+01,1.485708600000000000e+08,6.889705657958984375e-01
2.200000000000000000e+01,1.526784880000000000e+08,6.877071857452392578e-01
2.300000000000000000e+01,1.567841030000000000e+08,6.900963783264160156e-01
2.400000000000000000e+01,1.608862300000000000e+08,6.867361068725585938e-01
2.500000000000000000e+01,1.649800400000000000e+08,6.882829666137695312e-01
2.600000000000000000e+01,1.690761720000000000e+08,6.914398670196533203e-01
2.700000000000000000e+01,1.731647990000000000e+08,7.049143314361572266e-01
2.800000000000000000e+01,1.772489260000000000e+08,7.093298435211181641e-01
2.900000000000000000e+01,1.813290500000000000e+08,6.946012973785400391e-01
